OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
,2826137021,,26882.0,,,,,,Greenleaf,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW House Numbering Map,{EFAB677E-A574-4CC7-AFD3-7971D293E0A5},0.0,,EFAB677E-A574-4CC7-AFD3-7971D293E0A5,Unknown,,,,,Ct,Greenleaf Ct,2015-05-04 09:01:24+00:00,26882 Greenleaf Ct Stevenson Ranch 91381,EFAB677E-A574-4CC7-AFD3-7971D293E0A5_26882_Greenleaf_Ct_Stevenson_Ranch_91381,Greenleaf,26882 Greenleaf Court Ct Stevenson Ranch 91381,,,POINT (6384741.733021 1971532.632014),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826137046,,26852.0,,,,,,Cottonwood,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW House Numbering Map,{E323ED88-F099-4DB8-A14E-F379A9E565B7},0.0,,E323ED88-F099-4DB8-A14E-F379A9E565B7,Unknown,,,,,Ct,Cottonwood Ct,2015-05-04 13:59:07+00:00,26852 Cottonwood Ct Stevenson Ranch 91381,E323ED88-F099-4DB8-A14E-F379A9E565B7_26852_Cottonwood_Ct_Stevenson_Ranch_91381,Cottonwood,26852 Cottonwood Court Ct Stevenson Ranch 91381,,,POINT (6384829.915259 1971233.929199),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826138001,,26908.0,,,,,,Alder,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW House Numbering Map,{1269B388-D57A-4BB1-A02B-95E9684D65FA},0.0,,1269B388-D57A-4BB1-A02B-95E9684D65FA,Unknown,,,,,Ct,Alder Ct,2015-05-04 10:26:41+00:00,26908 Alder Ct Stevenson Ranch 91381,1269B388-D57A-4BB1-A02B-95E9684D65FA_26908_Alder_Ct_Stevenson_Ranch_91381,Alder,26908 Alder Court Ct Stevenson Ranch 91381,,,POINT (6384420.126381 1971232.661485),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826138007,,26935.0,,,,,,Adler,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Assessor,{DFB574C4-4426-49A3-BD80-6509FDFE06FF},0.0,,DFB574C4-4426-49A3-BD80-6509FDFE06FF,Unknown,,,,,Ct,Adler Ct,2024-04-27 06:55:51+00:00,26935 Adler Ct Stevenson Ranch 91381,DFB574C4-4426-49A3-BD80-6509FDFE06FF_26935_Adler_Ct_Stevenson_Ranch_91381,Adler,26935 Adler Court Ct Stevenson Ranch 91381,,,POINT (6384259.228409 1971472.006151),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826138012,,26855.0,,,,,,Pine Cliff,Place,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW House Numbering Map,{AEABBC27-8E20-4834-9C75-B69B7B3E710F},0.0,,AEABBC27-8E20-4834-9C75-B69B7B3E710F,Unknown,,,,,Pl,Pine Cliff Pl,2015-05-04 19:13:15+00:00,26855 Pine Cliff Pl Stevenson Ranch 91381,AEABBC27-8E20-4834-9C75-B69B7B3E710F_26855_Pine_Cliff_Pl_Stevenson_Ranch_91381,Pine Cliff,26855 Pine Cliff Place Pl Stevenson Ranch 91381,,,POINT (6384261.371777 1971055.145436),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826-142-057,,26714.0,,,,Via,,Amare,,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{0955D857-3916-4EB7-92E4-1634A4F9593C},0.0,,0955D857-3916-4EB7-92E4-1634A4F9593C,Unknown,,,,Via,,Via Amare,2022-08-02 10:54:27+00:00,26714 Via Amare Stevenson Ranch 91381,0955D857-3916-4EB7-92E4-1634A4F9593C_26714_Via_Amare_Stevenson_Ranch_91381,Via Amare,26714 Via Amare Stevenson Ranch 91381,,,POINT (6385708.648082 1970569.479741),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826143018,,25316.0,,,,,,Twin Oak,Place,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{5BAA9261-0BA2-4FCD-9688-CC61C4D6536A},0.0,,5BAA9261-0BA2-4FCD-9688-CC61C4D6536A,Unknown,,,,,Pl,Twin Oak Pl,2019-09-30 09:22:26+00:00,25316 Twin Oak Pl Stevenson Ranch 91381,5BAA9261-0BA2-4FCD-9688-CC61C4D6536A_25316_Twin_Oak_Pl_Stevenson_Ranch_91381,Twin Oak,25316 Twin Oak Place Pl Stevenson Ranch 91381,,,POINT (6387171.265892 1970029.195716),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826144001,,26562.0,,,,,,Black Oak,Drive,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{B924FE82-D537-467B-A3A8-AD31E6890E2E},0.0,,B924FE82-D537-467B-A3A8-AD31E6890E2E,Unknown,,,,,Dr,Black Oak Dr,2021-01-06 14:16:04+00:00,26562 Black Oak Dr Stevenson Ranch 91381,B924FE82-D537-467B-A3A8-AD31E6890E2E_26562_Black_Oak_Dr_Stevenson_Ranch_91381,Black Oak,26562 Black Oak Drive Dr Stevenson Ranch 91381,,,POINT (6384262.725449 1969751.535182),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826144008,,26568.0,,,,,,Valley Oak,Lane,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{995DFA3F-1A0D-46C1-92BB-BB6DBABF36D2},0.0,,995DFA3F-1A0D-46C1-92BB-BB6DBABF36D2,Unknown,,,,,Ln,Valley Oak Ln,2021-01-06 14:59:06+00:00,26568 Valley Oak Ln Stevenson Ranch 91381,995DFA3F-1A0D-46C1-92BB-BB6DBABF36D2_26568_Valley_Oak_Ln_Stevenson_Ranch_91381,Valley Oak,26568 Valley Oak Lane Ln Stevenson Ranch 91381,,,POINT (6384348.38407 1969616.658484),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826144015,,26608.0,,,,,,Fallen Oak,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{EED53580-D502-432B-9194-4E889DB5A587},0.0,,EED53580-D502-432B-9194-4E889DB5A587,Unknown,,,,,Ct,Fallen Oak Ct,2021-01-06 15:10:27+00:00,26608 Fallen Oak Ct Stevenson Ranch 91381,EED53580-D502-432B-9194-4E889DB5A587_26608_Fallen_Oak_Ct_Stevenson_Ranch_91381,Fallen Oak,26608 Fallen Oak Court Ct Stevenson Ranch 91381,,,POINT (6384045.659938 1969635.265074),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826144020,,26604.0,,,,,,Oak Terrace,Place,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{6A03CDAC-D88A-47BD-AD48-D845C74E1310},0.0,,6A03CDAC-D88A-47BD-AD48-D845C74E1310,Unknown,,,,,Pl,Oak Terrace Pl,2021-01-06 15:22:49+00:00,26604 Oak Terrace Pl Stevenson Ranch 91381,6A03CDAC-D88A-47BD-AD48-D845C74E1310_26604_Oak_Terrace_Pl_Stevenson_Ranch_91381,Oak Terrace,26604 Oak Terrace Place Pl Stevenson Ranch 91381,,,POINT (6383954.279543 1969439.987577),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826145002,,25715.0,,,,,,Holly Oak,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{D4BD5405-73E1-41EB-91CD-3A9DDA250C8F},0.0,,D4BD5405-73E1-41EB-91CD-3A9DDA250C8F,Unknown,,,,,Ct,Holly Oak Ct,2021-01-06 14:06:49+00:00,25715 Holly Oak Ct Stevenson Ranch 91381,D4BD5405-73E1-41EB-91CD-3A9DDA250C8F_25715_Holly_Oak_Ct_Stevenson_Ranch_91381,Holly Oak,25715 Holly Oak Court Ct Stevenson Ranch 91381,,,POINT (6384858.323339 1969678.995301),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826145019,,25754.0,,,,,,Laurel Oak,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{42F13E04-E22A-4D2C-8704-21022E8165A2},0.0,,42F13E04-E22A-4D2C-8704-21022E8165A2,Unknown,,,,,Ct,Laurel Oak Ct,2021-01-06 13:51:46+00:00,25754 Laurel Oak Ct Stevenson Ranch 91381,42F13E04-E22A-4D2C-8704-21022E8165A2_25754_Laurel_Oak_Ct_Stevenson_Ranch_91381,Laurel Oak,25754 Laurel Oak Court Ct Stevenson Ranch 91381,,,POINT (6385255.147349 1969160.467795),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826145038,,25817.0,,,,,,Shady Oak,Lane,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{EC917F81-F0DB-405B-A0DD-FEDF814534E3},0.0,,EC917F81-F0DB-405B-A0DD-FEDF814534E3,Unknown,,,,,Ln,Shady Oak Ln,2021-01-06 09:06:36+00:00,25817 Shady Oak Ln Stevenson Ranch 91381,EC917F81-F0DB-405B-A0DD-FEDF814534E3_25817_Shady_Oak_Ln_Stevenson_Ranch_91381,Shady Oak,25817 Shady Oak Lane Ln Stevenson Ranch 91381,,,POINT (6385311.834243 1968340.777505),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826145039,,25716.0,,,,,,Hidden Oak,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{C3E49795-DDC2-42CA-9A58-28560D3DA9D8},0.0,,C3E49795-DDC2-42CA-9A58-28560D3DA9D8,Unknown,,,,,Ct,Hidden Oak Ct,2021-01-06 09:06:36+00:00,25716 Hidden Oak Ct Stevenson Ranch 91381,C3E49795-DDC2-42CA-9A58-28560D3DA9D8_25716_Hidden_Oak_Ct_Stevenson_Ranch_91381,Hidden Oak,25716 Hidden Oak Court Ct Stevenson Ranch 91381,,,POINT (6385224.943997 1968445.913122),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826145047,,25844.0,,,,,,Oakbrooke,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{3E8C99FC-9B7E-4B74-939B-8F77EE7A42C9},0.0,,3E8C99FC-9B7E-4B74-939B-8F77EE7A42C9,Unknown,,,,,Ct,Oakbrooke Ct,2024-09-14 08:24:46+00:00,25844 Oakbrooke Ct Stevenson Ranch 91381,3E8C99FC-9B7E-4B74-939B-8F77EE7A42C9_25844_Oakbrooke_Ct_Stevenson_Ranch_91381,Oakbrooke,25844 Oakbrooke Court Ct Stevenson Ranch 91381,,,POINT (6384990.671828 1968461.279889),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826147003,,26416.0,,,,,,Heritage View,Lane,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{F9D635E1-0149-4C0E-B7BB-96438DC7BA51},0.0,,F9D635E1-0149-4C0E-B7BB-96438DC7BA51,Unknown,,,,,Ln,Heritage View Ln,2021-01-06 11:17:42+00:00,26416 Heritage View Ln Stevenson Ranch 91381,F9D635E1-0149-4C0E-B7BB-96438DC7BA51_26416_Heritage_View_Ln_Stevenson_Ranch_91381,Heritage View,26416 Heritage View Lane Ln Stevenson Ranch 91381,,,POINT (6385722.04963 1969076.440076),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826147004,,25524.0,,,,,,Oak Meadow,Drive,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{C0695A64-B394-4748-B343-2134B4BC16B4},0.0,,C0695A64-B394-4748-B343-2134B4BC16B4,Unknown,,,,,Dr,Oak Meadow Dr,2021-01-06 09:57:01+00:00,25524 Oak Meadow Dr Stevenson Ranch 91381,C0695A64-B394-4748-B343-2134B4BC16B4_25524_Oak_Meadow_Dr_Stevenson_Ranch_91381,Oak Meadow,25524 Oak Meadow Drive Dr Stevenson Ranch 91381,,,POINT (6385760.157821 1968955.968532),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826147008,,25783.0,,,,,,Oak Leaf,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{BA13361E-64FE-4507-B544-864AAB56EB4F},0.0,,BA13361E-64FE-4507-B544-864AAB56EB4F,Unknown,,,,,Ct,Oak Leaf Ct,2021-01-06 08:36:22+00:00,25783 Oak Leaf Ct Stevenson Ranch 91381,BA13361E-64FE-4507-B544-864AAB56EB4F_25783_Oak_Leaf_Ct_Stevenson_Ranch_91381,Oak Leaf,25783 Oak Leaf Court Ct Stevenson Ranch 91381,,,POINT (6385536.600198 1968671.161687),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826148002,,25577.0,,,,,,Oak Savannah,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{2C4DABEB-BB56-4B3E-B127-C06FF5F75BA6},0.0,,2C4DABEB-BB56-4B3E-B127-C06FF5F75BA6,Unknown,,,,,Ct,Oak Savannah Ct,2021-01-06 09:49:49+00:00,25577 Oak Savannah Ct Stevenson Ranch 91381,2C4DABEB-BB56-4B3E-B127-C06FF5F75BA6_25577_Oak_Savannah_Ct_Stevenson_Ranch_91381,Oak Savannah,25577 Oak Savannah Court Ct Stevenson Ranch 91381,,,POINT (6386210.303575 1968696.247595),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826151011,,26924.0,,,,,,Boulder Crest,Drive,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{E29C8F62-468E-4952-87C8-6EAF691A4E60},0.0,,E29C8F62-468E-4952-87C8-6EAF691A4E60,Unknown,,,,,Dr,Boulder Crest Dr,2015-05-04 09:22:59+00:00,26924 Boulder Crest Dr Stevenson Ranch 91381,E29C8F62-468E-4952-87C8-6EAF691A4E60_26924_Boulder_Crest_Dr_Stevenson_Ranch_91381,Boulder Crest,26924 Boulder Crest Drive Dr Stevenson Ranch 91381,,,POINT (6383516.032388 1971956.80341),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826151012,,26932.0,,,North,,,Boulder Crest,Drive,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{CEF06564-1541-4235-B2D6-D31767D13640},0.0,,CEF06564-1541-4235-B2D6-D31767D13640,Unknown,,N,,,Dr,N Boulder Crest Dr,2015-05-04 15:06:13+00:00,26932 N Boulder Crest Dr Stevenson Ranch 91381,CEF06564-1541-4235-B2D6-D31767D13640_26932_N_Boulder_Crest_Dr_Stevenson_Ranch_91381,Boulder Crest,26932 N Boulder Crest Drive Dr Stevenson Ranch 91381,,,POINT (6383487.344454 1972019.751775),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826152005,,26902.0,,,,,,Pebble Ridge,Place,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{D6E63E55-5396-4C98-BD27-8228A061D6C2},0.0,,D6E63E55-5396-4C98-BD27-8228A061D6C2,Unknown,,,,,Pl,Pebble Ridge Pl,2015-05-04 19:03:03+00:00,26902 Pebble Ridge Pl Stevenson Ranch 91381,D6E63E55-5396-4C98-BD27-8228A061D6C2_26902_Pebble_Ridge_Pl_Stevenson_Ranch_91381,Pebble Ridge,26902 Pebble Ridge Place Pl Stevenson Ranch 91381,,,POINT (6383616.460665 1971592.586618),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826152026,,26912.0,,,,,,Granite Ridge,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Assessor,{130FDE19-C9B8-444F-A462-95081AC2F0A6},0.0,,130FDE19-C9B8-444F-A462-95081AC2F0A6,Unknown,,,,,Ct,Granite Ridge Ct,2024-04-27 06:55:51+00:00,26912 Granite Ridge Ct Stevenson Ranch 91381,130FDE19-C9B8-444F-A462-95081AC2F0A6_26912_Granite_Ridge_Ct_Stevenson_Ranch_91381,Granite Ridge,26912 Granite Ridge Court Ct Stevenson Ranch 91381,,,POINT (6383280.908187 1971403.813046),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826152049,,26120.0,,,,,,Jasper,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{CC874041-2668-4EB8-B390-B909BE940FDD},0.0,,CC874041-2668-4EB8-B390-B909BE940FDD,Unknown,,,,,Ct,Jasper Ct,2015-05-04 12:32:47+00:00,26120 Jasper Ct Stevenson Ranch 91381,CC874041-2668-4EB8-B390-B909BE940FDD_26120_Jasper_Ct_Stevenson_Ranch_91381,Jasper,26120 Jasper Court Ct Stevenson Ranch 91381,,,POINT (6382893.774447 1971495.940158),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826152058,,27028.0,,,,,,Slate,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{362AD2CD-2804-4DD0-A3A8-50F50D99060B},0.0,,362AD2CD-2804-4DD0-A3A8-50F50D99060B,Unknown,,,,,Ct,Slate Ct,2015-05-04 19:50:16+00:00,27028 Slate Ct Stevenson Ranch 91381,362AD2CD-2804-4DD0-A3A8-50F50D99060B_27028_Slate_Ct_Stevenson_Ranch_91381,Slate,27028 Slate Court Ct Stevenson Ranch 91381,,,POINT (6382673.008812 1971826.92506),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826152061,,26141.0,,,,,,Quartz Mesa,Lane,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{2EE86F39-19C9-4041-9C4E-2DDDD0897987},0.0,,2EE86F39-19C9-4041-9C4E-2DDDD0897987,Unknown,,,,,Ln,Quartz Mesa Ln,2015-05-04 09:00:40+00:00,26141 Quartz Mesa Ln Stevenson Ranch 91381,2EE86F39-19C9-4041-9C4E-2DDDD0897987_26141_Quartz_Mesa_Ln_Stevenson_Ranch_91381,Quartz Mesa,26141 Quartz Mesa Lane Ln Stevenson Ranch 91381,,,POINT (6382609.437417 1971633.811273),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826153001,,26140.0,,,West,,,Shadow Rock,Lane,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{690F5758-826E-4F0A-A150-A89274A46114},0.0,,690F5758-826E-4F0A-A150-A89274A46114,Unknown,,W,,,Ln,W Shadow Rock Ln,2015-05-04 09:28:15+00:00,26140 W Shadow Rock Ln Stevenson Ranch 91381,690F5758-826E-4F0A-A150-A89274A46114_26140_W_Shadow_Rock_Ln_Stevenson_Ranch_91381,Shadow Rock,26140 W Shadow Rock Lane Ln Stevenson Ranch 91381,,,POINT (6382460.491521 1971092.721148),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826155002,,26810.0,,,,,,Stonegate,Drive,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{C06574B4-4CFB-414A-8652-F8AE8A4FA23E},0.0,,C06574B4-4CFB-414A-8652-F8AE8A4FA23E,Unknown,,,,,Dr,Stonegate Dr,2015-05-04 20:22:06+00:00,26810 Stonegate Dr Stevenson Ranch 91381,C06574B4-4CFB-414A-8652-F8AE8A4FA23E_26810_Stonegate_Dr_Stevenson_Ranch_91381,Stonegate,26810 Stonegate Drive Dr Stevenson Ranch 91381,,,POINT (6382685.630834 1970217.342322),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826155008,,26112.0,,,,,,Knoll,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{7DD59114-D527-4B50-A5B9-A8FE2DA0FC5F},0.0,,7DD59114-D527-4B50-A5B9-A8FE2DA0FC5F,Unknown,,,,,Ct,Knoll Ct,2015-05-04 10:22:03+00:00,26112 Knoll Ct Stevenson Ranch 91381,7DD59114-D527-4B50-A5B9-A8FE2DA0FC5F_26112_Knoll_Ct_Stevenson_Ranch_91381,Knoll,26112 Knoll Court Ct Stevenson Ranch 91381,,,POINT (6382659.073144 1970403.747133),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826155016,,26110.0,,,,,,Emerald,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{72A5880A-77EC-4D7C-AA18-4F86DA5E0650},0.0,,72A5880A-77EC-4D7C-AA18-4F86DA5E0650,Unknown,,,,,Ct,Emerald Ct,2015-05-04 16:22:46+00:00,26110 Emerald Ct Stevenson Ranch 91381,72A5880A-77EC-4D7C-AA18-4F86DA5E0650_26110_Emerald_Ct_Stevenson_Ranch_91381,Emerald,26110 Emerald Court Ct Stevenson Ranch 91381,,,POINT (6382822.440272 1970660.703312),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826155024,,26152.0,,,,,,Lone Rock,Court,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Office of Assessor,{87353E66-0B49-4002-9110-23E942B1C00C},0.0,,87353E66-0B49-4002-9110-23E942B1C00C,Unknown,,,,,Ct,Lone Rock Ct,2015-05-04 12:49:18+00:00,26152 Lone Rock Ct Stevenson Ranch 91381,87353E66-0B49-4002-9110-23E942B1C00C_26152_Lone_Rock_Ct_Stevenson_Ranch_91381,Lone Rock,26152 Lone Rock Court Ct Stevenson Ranch 91381,,,POINT (6382565.565785 1970645.849995),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826156902,,26730.0,,,,,,Old Rock,Road,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{18EC1D56-2116-467F-AB4F-60C16F72BBA3},0.0,,18EC1D56-2116-467F-AB4F-60C16F72BBA3,Unknown,,,,,Rd,Old Rock Rd,2020-07-06 09:17:48+00:00,26730 Old Rock Rd Stevenson Ranch 91381,18EC1D56-2116-467F-AB4F-60C16F72BBA3_26730_Old_Rock_Rd_Stevenson_Ranch_91381,Old Rock,26730 Old Rock Road Rd Stevenson Ranch 91381,,,POINT (6383181.175119 1970203.745892),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826158014,,25240.0,,,,,,,,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{B57A2F73-3DA3-4CB7-BEB8-E61508ED8076},0.0,,B57A2F73-3DA3-4CB7-BEB8-E61508ED8076,Unknown,,,,,,,2015-05-04 20:52:54+00:00,25240 Stevenson Ranch 91381,B57A2F73-3DA3-4CB7-BEB8-E61508ED8076_25240_Stevenson_Ranch_91381,,25240 Stevenson Ranch 91381,,,POINT (6387606.645598 1962933.526509),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826161042,,27256.0,,,,,,Baviera,Way,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,Assessor,{6077EB94-12C7-492E-922B-341D5C7AA9E2},0.0,,6077EB94-12C7-492E-922B-341D5C7AA9E2,Unknown,,,,,Wy,Baviera Wy,2024-04-27 06:55:51+00:00,27256 Baviera Wy Stevenson Ranch 91381,6077EB94-12C7-492E-922B-341D5C7AA9E2_27256_Baviera_Wy_Stevenson_Ranch_91381,Baviera,27256 Baviera Way Wy Stevenson Ranch 91381,,,POINT (6386258.775263 1973680.36197),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2826166040,,24051.0,,,,,,Calgrove,Boulevard,,,,,,,,,,,,,91381,,Unincorporated,Stevenson Ranch,Valencia,,,,LACO DPW Add,{0D57EB0B-9E03-4826-9094-AEC280A88200},0.0,,0D57EB0B-9E03-4826-9094-AEC280A88200,Unknown,,,,,Blvd,Calgrove Blvd,2022-08-24 11:25:17+00:00,24051 Calgrove Blvd Stevenson Ranch 91381,0D57EB0B-9E03-4826-9094-AEC280A88200_24051_Calgrove_Blvd_Stevenson_Ranch_91381,Calgrove,24051 Calgrove Boulevard Blvd Stevenson Ranch 91381,,,POINT (6393822.387432 1954437.390614),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
