FullAddress,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
11416 Inglewood Ave   Inglewood 90304,,4044001031,,11416,,,,,,Inglewood,Avenue,,,,,,,,,,,, ,90304, ,Hawthorne,Inglewood,Lennox,,,,Office of Assessor - Add 202309,{2118A763-1584-4A60-9F70-751E255543B4},0,,2118A763-1584-4A60-9F70-751E255543B4,Unknown,,,,,Ave,Inglewood Ave,2023-09-24 01:07:07+00:00,11416 Inglewood Ave   Inglewood 90304,2118A763-1584-4A60-9F70-751E255543B4_11416_Inglewood_Ave___Inglewood_90304,Inglewood,11416 Inglewood Avenue Ave   Hawthorne 90304,,,POINT (6452178.861926 1797297.021496),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
15219 A Crenshaw Blvd Gardena 90249,,4070001009,,15219,A,,,,,Crenshaw,Boulevard,,,,,,,,,,,,,90249,,Unincorporated,Gardena,,,,,LACO DPW Add,{665DAAB5-1773-4DD4-99C8-DC6F586E3648},0,,665DAAB5-1773-4DD4-99C8-DC6F586E3648,Unknown,,,,,Blvd,Crenshaw Blvd,2024-01-12 00:50:25+00:00,15219 A Crenshaw Blvd Gardena 90249,665DAAB5-1773-4DD4-99C8-DC6F586E3648_15219_A_Crenshaw_Blvd_Gardena_90249,Crenshaw,15219 A Crenshaw Boulevard Blvd Gardena 90249,,,POINT (6462499.202506 1783688.778372),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
15219 B Crenshaw Blvd Gardena 90249,,4070001009,,15219,B,,,,,Crenshaw,Boulevard,,,,,,,,,,,,,90249,,Unincorporated,Gardena,,,,,LACO DPW Add,{AFB6E51B-E44D-4C29-B199-E8EEE165362B},0,,AFB6E51B-E44D-4C29-B199-E8EEE165362B,Unknown,,,,,Blvd,Crenshaw Blvd,2024-01-12 00:50:25+00:00,15219 B Crenshaw Blvd Gardena 90249,AFB6E51B-E44D-4C29-B199-E8EEE165362B_15219_B_Crenshaw_Blvd_Gardena_90249,Crenshaw,15219 B Crenshaw Boulevard Blvd Gardena 90249,,,POINT (6462515.069272 1783673.349597),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4227 A Redondo Beach Blvd Lawndale 90260,,4075016006,,4227,A,,,,,Redondo Beach,Boulevard,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,LACO DPW Add,{C995821F-9D72-42E3-B9E8-C5AB5C863339},0,,C995821F-9D72-42E3-B9E8-C5AB5C863339,Unknown,,,,,Blvd,Redondo Beach Blvd,2023-11-29 01:25:45+00:00,4227 A Redondo Beach Blvd Lawndale 90260,C995821F-9D72-42E3-B9E8-C5AB5C863339_4227_A_Redondo_Beach_Blvd_Lawndale_90260,Redondo Beach,4227 A Redondo Beach Boulevard Blvd Lawndale 90260,,,POINT (6455446.609984 1777346.257592),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4745 A 172nd St Lawndale 90260,,4081006022,,4745,A,,,,,172nd,Street,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,CAMS,{08BDF790-D5AB-4E63-8D16-709C874D258E},0,,08BDF790-D5AB-4E63-8D16-709C874D258E,Unknown,,,,,St,172nd St,2023-06-15 14:19:40+00:00,4745 A 172nd St Lawndale 90260,08BDF790-D5AB-4E63-8D16-709C874D258E_4745_A_172nd_St_Lawndale_90260,172nd,4745 A 172nd Street St Lawndale 90260,,,POINT (6452101.635374 1777101.170812),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
17916 Torrance 90504,,4084003025,,17916,,,,,,,,,,,,,,,,,,,,90504,,Torrance,Torrance,,,,,City Of Torrance,{547059DE-BC32-4C57-B664-36DE651FBEDB},0,,547059DE-BC32-4C57-B664-36DE651FBEDB,Unknown,,,,,,,2015-04-04 10:40:44+00:00,17916 Torrance 90504,547059DE-BC32-4C57-B664-36DE651FBEDB_17916_Torrance_90504,,17916 Torrance 90504,,,POINT (6454737.278725 1774381.658534),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
5910 W 96Th Pl Los Angeles 90045,,4124029040,,5910,,,West,,,96Th,Place,,,,,,,,,,,,,90045,,Los Angeles,Los Angeles,Westchester,,,,LA City,{6B9D7117-A74E-4038-9C2B-BD28E5BAFE81},0,,6B9D7117-A74E-4038-9C2B-BD28E5BAFE81,Unknown,,W,,,Pl,W 96Th Pl,2023-09-12 23:03:18+00:00,5910 W 96Th Pl Los Angeles 90045,6B9D7117-A74E-4038-9C2B-BD28E5BAFE81_5910_W_96Th_Pl_Los_Angeles_90045,96Th,5910 W 96Th Place Pl Los Angeles 90045,,,POINT (6444465.705764 1803942.332353),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
9202 S Hindry Pl Los Angeles 90045,,4128004906,,9202,,,South,,,Hindry,Place,,,,,,,,,,,,,90045,,Los Angeles,Los Angeles,Westchester,,,,LA City,{F7E3DC70-1BF0-4612-93F4-FED808BA13C6},0,,F7E3DC70-1BF0-4612-93F4-FED808BA13C6,Unknown,,S,,,Pl,S Hindry Pl,2023-09-12 23:03:18+00:00,9202 S Hindry Pl Los Angeles 90045,F7E3DC70-1BF0-4612-93F4-FED808BA13C6_9202_S_Hindry_Pl_Los_Angeles_90045,Hindry,9202 S Hindry Place Pl Los Angeles 90045,,,POINT (6448726.718568 1805245.146348),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
5206 W 95Th Pl Los Angeles 90045,,4128005904,,5206,,,West,,,95Th,Place,,,,,,,,,,,,,90045,,Los Angeles,Los Angeles,Westchester,,,,LA City,{55A9075E-95E8-4F0C-B228-3B784DD15161},0,,55A9075E-95E8-4F0C-B228-3B784DD15161,Unknown,,W,,,Pl,W 95Th Pl,2023-09-12 23:03:18+00:00,5206 W 95Th Pl Los Angeles 90045,55A9075E-95E8-4F0C-B228-3B784DD15161_5206_W_95Th_Pl_Los_Angeles_90045,95Th,5206 W 95Th Place Pl Los Angeles 90045,,,POINT (6449268.242091 1804226.202848),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
5211 W 97Th Pl Los Angeles 90045,,4128016900,,5211,,,West,,,97Th,Place,,,,,,,,,,,,,90045,,Los Angeles,Los Angeles,Westchester,,,,LA City,{F53CC02A-C5E7-4919-87C9-52D458CE25B4},0,,F53CC02A-C5E7-4919-87C9-52D458CE25B4,Unknown,,W,,,Pl,W 97Th Pl,2023-09-12 23:03:18+00:00,5211 W 97Th Pl Los Angeles 90045,F53CC02A-C5E7-4919-87C9-52D458CE25B4_5211_W_97Th_Pl_Los_Angeles_90045,97Th,5211 W 97Th Place Pl Los Angeles 90045,,,POINT (6449237.269712 1803565.272411),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Hawthorne 90250,,4144016025,,,,,,,,,,,,,,,,,,,,,,90250,,Unincorporated,Hawthorne,,,,,LACO DPW Add,{FEFB7175-2486-4962-8338-178947904169},0,,FEFB7175-2486-4962-8338-178947904169,Unknown,,,,,,,2024-10-08 16:06:19+00:00,Hawthorne 90250,FEFB7175-2486-4962-8338-178947904169___Hawthorne_90250,,Hawthorne 90250,,,POINT (6451244.393651 1790374.973989),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1 Culver City 90232,,4205007011,,1,,,,,,,,,,,,,,,,,,,,90232,,Culver City,Culver City,,,,,Culver GIS,{BB05B9A7-42A0-43B8-AF33-DD917A6CD8BB},0,,BB05B9A7-42A0-43B8-AF33-DD917A6CD8BB,Unknown,,,,,,,2015-03-24 20:45:14+00:00,1 Culver City 90232,BB05B9A7-42A0-43B8-AF33-DD917A6CD8BB_1_Culver_City_90232,,1 Culver City 90232,,,POINT (6448556.879669 1833687.734476),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
11351 W Washington Pl Los Angeles 90066,,4214006007,,11351,,,West,,,Washington,Place,,,,,,,,,,,,,90066,,Los Angeles,Los Angeles,,,,,LA City,{E597A676-BFF4-43EE-90E0-E0905C36E77B},0,,E597A676-BFF4-43EE-90E0-E0905C36E77B,Unknown,,W,,,Pl,W Washington Pl,2023-09-12 23:03:18+00:00,11351 W Washington Pl Los Angeles 90066,E597A676-BFF4-43EE-90E0-E0905C36E77B_11351_W_Washington_Pl_Los_Angeles_90066,Washington,11351 W Washington Place Pl Los Angeles 90066,,,POINT (6435107.783207 1825132.388726),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
4728  Marina Del Rey 90292,,4224009901,,4728,,,,,,,,,,,,,,,,,,,,90292,,Unincorporated,Marina Del Rey,,,,,LACO DPW Add,{80AA3EDC-E00E-41B6-9B9A-40DD92E75760},0,,80AA3EDC-E00E-41B6-9B9A-40DD92E75760,Unknown,,,,,,,2024-09-14 08:24:46+00:00,4728  Marina Del Rey 90292,80AA3EDC-E00E-41B6-9B9A-40DD92E75760_4728__Marina_Del_Rey_90292,,4728 Marina Del Rey 90292,,,POINT (6428417.512795 1815100.014762),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
12202 Los Angeles 90066,,4232013047,,12202,,,,,,,,,,,,,,,,,,,,90066,,Culver City,Los Angeles,,,,,Culver GIS,{D2A13B8F-6B2D-440A-A0CD-28865D157F06},0,,D2A13B8F-6B2D-440A-A0CD-28865D157F06,Unknown,,,,,,,2015-03-24 20:45:14+00:00,12202 Los Angeles 90066,D2A13B8F-6B2D-440A-A0CD-28865D157F06_12202_Los_Angeles_90066,,12202 Culver City 90066,,,POINT (6432565.178056 1821552.20166),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
2561 S Butler Ave Los Angeles 90064,,4258002036,,2561,,,South,,,Butler,Avenue,,,,,,,,,,,,,90064,,Los Angeles,Los Angeles,,,,,LA City,{E9B4AE07-2B9D-4E5D-9EE6-7F4D346B550D},0,,E9B4AE07-2B9D-4E5D-9EE6-7F4D346B550D,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,2561 S Butler Ave Los Angeles 90064,E9B4AE07-2B9D-4E5D-9EE6-7F4D346B550D_2561_S_Butler_Ave_Los_Angeles_90064,Butler,2561 S Butler Avenue Ave Los Angeles 90064,,,POINT (6428814.488051 1833540.206228),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1520 S Butler Ave 1-10 Los Angeles 90025,,4261003021,,1520,,,South,,,Butler,Avenue,,,,,,,,,,,,10-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{AA8E42F8-C4F5-436A-A615-BFDD12D3BFDF},0,,AA8E42F8-C4F5-436A-A615-BFDD12D3BFDF,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1520 S Butler Ave 1-10 Los Angeles 90025,AA8E42F8-C4F5-436A-A615-BFDD12D3BFDF_1520_S_Butler_Ave_1-10_Los_Angeles_90025,Butler,1520 S Butler Avenue Ave 1-10 Los Angeles 90025,,,POINT (6424666.33493 1839471.665493),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1615 S Butler Ave 1-23 Los Angeles 90025,,4261012036,,1615,,,South,,,Butler,Avenue,,,,,,,,,,,,23-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{5C6A82AB-0A82-402F-BE4A-CD2885434862},0,,5C6A82AB-0A82-402F-BE4A-CD2885434862,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1615 S Butler Ave 1-23 Los Angeles 90025,5C6A82AB-0A82-402F-BE4A-CD2885434862_1615_S_Butler_Ave_1-23_Los_Angeles_90025,Butler,1615 S Butler Avenue Ave 1-23 Los Angeles 90025,,,POINT (6424804.630585 1839064.889404),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1441 S Butler Ave 1-9 Los Angeles 90025,,4263016044,,1441,,,South,,,Butler,Avenue,,,,,,,,,,,,9-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{F961330B-8FD4-4B13-AB11-7797B7A83672},0,,F961330B-8FD4-4B13-AB11-7797B7A83672,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1441 S Butler Ave 1-9 Los Angeles 90025,F961330B-8FD4-4B13-AB11-7797B7A83672_1441_S_Butler_Ave_1-9_Los_Angeles_90025,Butler,1441 S Butler Avenue Ave 1-9 Los Angeles 90025,,,POINT (6424240.530008 1839874.739818),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1451 S Butler Ave 1-2 Los Angeles 90025,,4263016047,,1451,,,South,,,Butler,Avenue,,,,,,,,,,,,2-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{23D77DFE-394F-4C8F-B629-D1BEB1C8ACDB},0,,23D77DFE-394F-4C8F-B629-D1BEB1C8ACDB,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1451 S Butler Ave 1-2 Los Angeles 90025,23D77DFE-394F-4C8F-B629-D1BEB1C8ACDB_1451_S_Butler_Ave_1-2_Los_Angeles_90025,Butler,1451 S Butler Avenue Ave 1-2 Los Angeles 90025,,,POINT (6424300.1854 1839788.035924),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1433 S Butler Ave 1-4 Los Angeles 90025,,4263017017,,1433,,,South,,,Butler,Avenue,,,,,,,,,,,,4-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{3BBDBF4F-4BB4-44AB-9068-54C822B6E88E},0,,3BBDBF4F-4BB4-44AB-9068-54C822B6E88E,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1433 S Butler Ave 1-4 Los Angeles 90025,3BBDBF4F-4BB4-44AB-9068-54C822B6E88E_1433_S_Butler_Ave_1-4_Los_Angeles_90025,Butler,1433 S Butler Avenue Ave 1-4 Los Angeles 90025,,,POINT (6424163.003588 1839984.475491),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1429 S Butler Ave 1-3 Los Angeles 90025,,4263017020,,1429,,,South,,,Butler,Avenue,,,,,,,,,,,,3-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{B8A46FD9-B416-4BC5-A04C-35B0EBEB3CCC},0,,B8A46FD9-B416-4BC5-A04C-35B0EBEB3CCC,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1429 S Butler Ave 1-3 Los Angeles 90025,B8A46FD9-B416-4BC5-A04C-35B0EBEB3CCC_1429_S_Butler_Ave_1-3_Los_Angeles_90025,Butler,1429 S Butler Avenue Ave 1-3 Los Angeles 90025,,,POINT (6424153.721454 1839999.58176),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1423 S Butler Ave 1-5 Los Angeles 90025,,4263017063,,1423,,,South,,,Butler,Avenue,,,,,,,,,,,,5-Jan,90025,,Los Angeles,Los Angeles,,,,,LA City,{098F628D-9FEA-4FB1-9718-11B8F0C27CC7},0,,098F628D-9FEA-4FB1-9718-11B8F0C27CC7,Unknown,,S,,,Ave,S Butler Ave,2023-09-12 23:03:18+00:00,1423 S Butler Ave 1-5 Los Angeles 90025,098F628D-9FEA-4FB1-9718-11B8F0C27CC7_1423_S_Butler_Ave_1-5_Los_Angeles_90025,Butler,1423 S Butler Avenue Ave 1-5 Los Angeles 90025,,,POINT (6424112.502705 1840049.938943),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
314 N Hamel Rd Los Angeles 90048,,4334011030,,314,,,North,,,Hamel,Road,,,,,,,,,,,,,90048,,Los Angeles,Los Angeles,West Hollywood,,,,LA City,{05D982DF-EE6F-4ADD-89B8-90734DF463D6},0,,05D982DF-EE6F-4ADD-89B8-90734DF463D6,Unknown,,N,,,Rd,N Hamel Rd,2023-09-12 23:03:18+00:00,314 N Hamel Rd Los Angeles 90048,05D982DF-EE6F-4ADD-89B8-90734DF463D6_314_N_Hamel_Rd_Los_Angeles_90048,Hamel,314 N Hamel Road Rd Los Angeles 90048,,,POINT (6446131.614506 1849193.682138),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
357 Beverly Hills 90211,,4334015052,,357,,,,,,,,,,,,,,,,,,,,90211,,Beverly Hills,Beverly Hills,,,,,Beverly Hills GIS,{4091A7D6-DAAB-420B-90C7-FE7FD409F772},0,,4091A7D6-DAAB-420B-90C7-FE7FD409F772,Unknown,,,,,,,2024-05-12 21:05:27+00:00,357 Beverly Hills 90211,4091A7D6-DAAB-420B-90C7-FE7FD409F772_357_Beverly_Hills_90211,,357 Beverly Hills 90211,,,POINT (6445367.22988 1848664.896779),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1 Beverly Hills 90210,,4342016900,,1,,,,,,,,,,,,,,,,,,,,90210,,Beverly Hills,Beverly Hills,,,,,Beverly Hills GIS,{26CA3ADA-F508-42B9-967F-30AC10A7606C},0,,26CA3ADA-F508-42B9-967F-30AC10A7606C,Unknown,,,,,,,2015-03-27 10:29:01+00:00,1 Beverly Hills 90210,26CA3ADA-F508-42B9-967F-30AC10A7606C_1_Beverly_Hills_90210,,1 Beverly Hills 90210,,,POINT (6440733.883176 1849293.284301),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1740 W Green  Beverly Hills 90210,,4358011011,,1740,,,,,,W Green,,,,,,,,,,,,,,90210,,Los Angeles,Beverly Hills,,,,,LA City,{F09D832D-0A6F-42FC-91F9-F58CA9E8D3DA},0,,F09D832D-0A6F-42FC-91F9-F58CA9E8D3DA,Unknown,,,,,,W Green ,2023-09-12 23:03:18+00:00,1740 W Green  Beverly Hills 90210,F09D832D-0A6F-42FC-91F9-F58CA9E8D3DA_1740_W_Green__Beverly_Hills_90210,W Green,1740 W Green Los Angeles 90210,,,POINT (6432356.500324 1854639.018361),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
962 Los Angeles 90025,,4365008904,,962,,,,,,,,,,,,,,,,,,,,90025,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{8F0C0FCD-C91A-40A6-AB0F-A14CFC15A60D},0,,8F0C0FCD-C91A-40A6-AB0F-A14CFC15A60D,Unknown,,,,,,,2023-02-06 09:25:31+00:00,962 Los Angeles 90025,8F0C0FCD-C91A-40A6-AB0F-A14CFC15A60D_962_Los_Angeles_90025,,962 Los Angeles 90025,,,POINT (6424009.329026 1842378.244326),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
204 N Glenroy Pl Los Angeles 90049,,4366005002,,204,,,North,,,Glenroy,Place,,,,,,,,,,,,,90049,,Los Angeles,Los Angeles,Brentwood,,,,LA City,{064CBF1B-0D3C-4B66-94DB-63D943CAE3F3},0,,064CBF1B-0D3C-4B66-94DB-63D943CAE3F3,Unknown,,N,,,Pl,N Glenroy Pl,2023-09-12 23:03:18+00:00,204 N Glenroy Pl Los Angeles 90049,064CBF1B-0D3C-4B66-94DB-63D943CAE3F3_204_N_Glenroy_Pl_Los_Angeles_90049,Glenroy,204 N Glenroy Place Pl Los Angeles 90049,,,POINT (6422338.284796 1850306.665805),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
10574 W Rocca Pl Los Angeles 90077,,4370021018,,10574,,,West,,,Rocca,Place,,,,,,,,,,,,,90077,,Los Angeles,Los Angeles,,,,,LA City,{86A8D082-423D-4EA7-939E-0AF95B075EA4},0,,86A8D082-423D-4EA7-939E-0AF95B075EA4,Unknown,,W,,,Pl,W Rocca Pl,2023-09-12 23:03:18+00:00,10574 W Rocca Pl Los Angeles 90077,86A8D082-423D-4EA7-939E-0AF95B075EA4_10574_W_Rocca_Pl_Los_Angeles_90077,Rocca,10574 W Rocca Place Pl Los Angeles 90077,,,POINT (6426308.558352 1856178.507736),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
10591 W Rocca Wy Los Angeles 90077,,4370021022,,10591,,,West,,,Rocca,Way,,,,,,,,,,,,,90077,,Los Angeles,Los Angeles,,,,,LA City,{68856603-D859-41DC-915D-21BB3253431A},0,,68856603-D859-41DC-915D-21BB3253431A,Unknown,,W,,,Wy,W Rocca Wy,2023-09-12 23:03:18+00:00,10591 W Rocca Wy Los Angeles 90077,68856603-D859-41DC-915D-21BB3253431A_10591_W_Rocca_Wy_Los_Angeles_90077,Rocca,10591 W Rocca Way Wy Los Angeles 90077,,,POINT (6426162.612121 1856391.004686),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
9131 W Callejuela Dr Beverly Hills 90210,,4388017007,,9131,,,West,,,Callejuela,Drive,,,,,,,,,,,,,90210,,Los Angeles,Beverly Hills,,,,,LA City,{12AE7A2B-CBAA-48D0-8B9B-C118B7C39D96},0,,12AE7A2B-CBAA-48D0-8B9B-C118B7C39D96,Unknown,,W,,,Dr,W Callejuela Dr,2023-09-12 23:03:18+00:00,9131 W Callejuela Dr Beverly Hills 90210,12AE7A2B-CBAA-48D0-8B9B-C118B7C39D96_9131_W_Callejuela_Dr_Beverly_Hills_90210,Callejuela,9131 W Callejuela Drive Dr Los Angeles 90210,,,POINT (6442307.534884 1864786.793997),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
470 N Layton Wy Los Angeles 90049,,4429018001,,470,,,North,,,Layton,Way,,,,,,,,,,,,,90049,,Los Angeles,Los Angeles,Brentwood,,,,LA City,{6F5486A6-87E4-4F8B-A321-7EF194391AFE},0,,6F5486A6-87E4-4F8B-A321-7EF194391AFE,Unknown,,N,,,Wy,N Layton Wy,2023-09-12 23:03:18+00:00,470 N Layton Wy Los Angeles 90049,6F5486A6-87E4-4F8B-A321-7EF194391AFE_470_N_Layton_Wy_Los_Angeles_90049,Layton,470 N Layton Way Wy Los Angeles 90049,,,POINT (6418533.073247 1849106.61079),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
W Corvo Wy Topanga 90290,,4434032015,,0,,,West,,,Corvo,Way,,,,,,,,,,,,,90290,,Unincorporated,Topanga,,,,,LACO DPW House Numbering Map,{1CA55693-1451-4BA2-8DF4-9093CE5B64A5},0,,1CA55693-1451-4BA2-8DF4-9093CE5B64A5,Unknown,,W,,,Wy,W Corvo Wy,2015-05-04 09:01:52+00:00,W Corvo Wy Topanga 90290,1CA55693-1451-4BA2-8DF4-9093CE5B64A5__W_Corvo_Wy_Topanga_90290,Corvo,W Corvo Way Wy Topanga 90290,,,POINT (6379660.308145 1867535.65825),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1619 T Henry Ridge Mtwy Topanga 90290,,4436021025,,1619,T,,,,,Henry Ridge,Motorway,,,,,,,,,,,,,90290,,Unincorporated,Topanga,,,,,LACO DPW Add,{6AB0891E-F43D-4654-9CCF-912E9C285481},0,,6AB0891E-F43D-4654-9CCF-912E9C285481,Unknown,,,,,Mtwy,Henry Ridge Mtwy,2015-05-04 20:54:17+00:00,1619 T Henry Ridge Mtwy Topanga 90290,6AB0891E-F43D-4654-9CCF-912E9C285481_1619_T_Henry_Ridge_Mtwy_Topanga_90290,Henry Ridge,1619 T Henry Ridge Motorway Mtwy Topanga 90290,,,POINT (6375218.790125 1864534.858149),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
1250 Topanga 90290,,4440007016,,1250,,,,,,,,,,,,,,,,,,,,90290,,Unincorporated,Topanga,,,,,LACO DPW House Numbering Map,{89D5B648-62F6-4ED9-AEC8-43F6262D4BD6},0,,89D5B648-62F6-4ED9-AEC8-43F6262D4BD6,Unknown,,,,,,,2017-02-08 16:39:05+00:00,1250 Topanga 90290,89D5B648-62F6-4ED9-AEC8-43F6262D4BD6_1250_Topanga_90290,,1250 Topanga 90290,,,POINT (6379916.03598 1862233.620954),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
25023 Calabasas 91302,,4455018064,,25023,,,,,,,,,,,,,,,,,,,,91302,,Unincorporated,Calabasas,Hidden Hills,,,,LACO DPW House Numbering Map,{1D9ABF29-5576-4536-BC3E-1224B2247760},0,,1D9ABF29-5576-4536-BC3E-1224B2247760,Unknown,,,,,,,2015-05-04 20:34:03+00:00,25023 Calabasas 91302,1D9ABF29-5576-4536-BC3E-1224B2247760_25023_Calabasas_91302,,25023 Calabasas 91302,,,POINT (6359240.358499 1859204.740528),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Thousand Peaks Rd Calabasas 91302,,4455052003,,0,,,,,,Thousand Peaks,Road,,,,,,,,,,,,,91302,,Unincorporated,Calabasas,Hidden Hills,,,,LACO DPW House Numbering Map,{08B2E081-EC18-46E6-853C-6FED13EBAE4C},0,,08B2E081-EC18-46E6-853C-6FED13EBAE4C,Unknown,,,,,Rd,Thousand Peaks Rd,2015-05-01 18:07:16+00:00,Thousand Peaks Rd Calabasas 91302,08B2E081-EC18-46E6-853C-6FED13EBAE4C__Thousand_Peaks_Rd_Calabasas_91302,Thousand Peaks,Thousand Peaks Road Rd Calabasas 91302,,,POINT (6360480.719535 1863122.466289),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
